geo_code1,geo_code2,all
Z1545_14091,Z1542_14089,480.8528137207031
Z1545_14091,Z1542_14091,5770.2337646484375
Z1545_14091,Z1542_14093,5770.2337646484375
Z1545_14091,Z1543_14094,28851.168823242188
Z1545_14091,Z1543_14099,480.8528137207031
Z1545_14091,Z1543_14100,1923.4112548828125
Z1545_14091,Z1543_14101,2885.1168823242188
Z1545_14091,Z1543_14102,5770.2337646484375
Z1545_14091,Z1544_14087,2885.1168823242188
Z1545_14091,Z1544_14089,3365.969696044922
Z1545_14091,Z1544_14091,1923.4112548828125
Z1545_14091,Z1544_14092,5770.2337646484375
Z1545_14091,Z1544_14093,480.8528137207031
Z1545_14091,Z1544_14094,24042.640686035156
Z1545_14091,Z1544_14099,1923.4112548828125
Z1545_14091,Z1544_14100,480.8528137207031
Z1545_14091,Z1544_14101,10097.909088134766
Z1545_14091,Z1544_14102,1923.4112548828125
Z1545_14091,Z1545_14088,2885.1168823242188
Z1545_14091,Z1545_14093,480.8528137207031
Z1545_14091,Z1545_14094,1923.4112548828125
Z1545_14091,Z1545_14095,4808.528137207031
Z1545_14091,Z1545_14099,1442.5584411621094
Z1545_14091,Z1545_14101,480.8528137207031
Z1545_14091,Z1546_14089,7212.792205810547
Z1545_14091,Z1546_14090,480.8528137207031
Z1545_14091,Z1546_14091,2885.1168823242188
Z1545_14091,Z1546_14092,1442.5584411621094
Z1545_14091,Z1546_14093,4808.528137207031
Z1545_14091,Z1546_14094,2885.1168823242188
Z1545_14091,Z1546_14095,11540.467529296875
Z1545_14091,Z1546_14096,3846.822509765625
Z1545_14091,Z1547_14087,1923.4112548828125
Z1545_14091,Z1547_14089,4327.675323486328
Z1545_14091,Z1547_14091,26446.904754638672
Z1545_14091,Z1547_14092,6251.086578369141
Z1545_14091,Z1547_14093,12021.320343017578
Z1545_14091,Z1547_14094,13463.878784179688
Z1545_14091,Z1547_14095,7212.792205810547
Z1545_14091,Z1547_14097,480.8528137207031
Z1545_14091,Z1548_14087,1442.5584411621094
Z1545_14091,Z1548_14089,4808.528137207031
Z1545_14091,Z1548_14091,2404.2640686035156
Z1545_14091,Z1548_14092,249081.75750732422
Z1545_14091,Z1548_14093,37987.37228393555
Z1545_14091,Z1548_14094,57702.337646484375
Z1545_14091,Z1548_14095,13944.73159790039
Z1545_14091,Z1548_14096,1923.4112548828125
Z1545_14091,Z1548_14098,5289.380950927734
Z1545_14091,Z1548_14101,1923.4112548828125
Z1545_14091,Z1549_14088,1923.4112548828125
Z1545_14091,Z1549_14092,27889.46319580078
Z1545_14091,Z1549_14093,71166.21643066406
Z1545_14091,Z1549_14094,83187.53677368164
Z1545_14091,Z1549_14095,29332.02163696289
Z1545_14091,Z1549_14096,4327.675323486328
Z1545_14091,Z1549_14097,7212.792205810547
Z1545_14091,Z1549_14101,2885.1168823242188
Z1545_14091,Z1550_14088,480.8528137207031
Z1545_14091,Z1550_14090,1923.4112548828125
Z1545_14091,Z1550_14091,3846.822509765625
Z1545_14091,Z1550_14092,14425.584411621094
Z1545_14091,Z1550_14093,73089.62768554688
Z1545_14091,Z1550_14094,36544.81384277344
Z1545_14091,Z1550_14095,15868.142852783203
Z1545_14091,Z1550_14097,961.7056274414062
Z1545_14091,Z1550_14099,1442.5584411621094
Z1545_14091,Z1550_14100,480.8528137207031
Z1545_14091,Z1550_14102,480.8528137207031
Z1545_14091,Z1551_14086,2885.1168823242188
Z1545_14091,Z1551_14090,2885.1168823242188
Z1545_14091,Z1551_14092,961.7056274414062
Z1545_14091,Z1551_14094,9136.20346069336
Z1545_14091,Z1551_14095,20676.670989990234
Z1545_14091,Z1552_14088,1923.4112548828125
Z1545_14091,Z1552_14092,3365.969696044922
Z1545_14091,Z1552_14094,2885.1168823242188
Z1545_14091,Z1552_14095,9617.056274414062
Z1545_14091,Z1552_14096,6251.086578369141
Z1545_14091,Z1552_14101,480.8528137207031
Z1545_14091,Z1552_14102,480.8528137207031
Z1545_14091,Z1553_14086,1923.4112548828125
Z1545_14091,Z1553_14092,3846.822509765625
Z1545_14091,Z1553_14093,2404.2640686035156
Z1545_14091,Z1553_14096,9617.056274414062
Z1545_14091,Z1554_14094,1923.4112548828125
Z1545_14091,Z1554_14095,480.8528137207031
Z1545_14091,Z1554_14097,1442.5584411621094
Z1545_14091,Z1554_14098,2404.2640686035156
Z1545_14091,Z1554_14099,480.8528137207031
Z1545_14091,Z1554_14100,2404.2640686035156
Z1545_14091,Z1555_14090,1923.4112548828125
Z1545_14091,Z1555_14091,480.8528137207031
Z1545_14091,Z1555_14093,480.8528137207031
Z1545_14091,Z1555_14095,1923.4112548828125
Z1545_14091,Z1555_14096,480.8528137207031
Z1545_14091,Z1555_14097,1923.4112548828125
Z1545_14092,Z1542_14088,2231.511962413788
Z1545_14092,Z1542_14089,371.918660402298
Z1545_14092,Z1542_14091,4463.023924827576
Z1545_14092,Z1542_14093,4463.023924827576
Z1545_14092,Z1543_14094,22315.11962413788
Z1545_14092,Z1543_14099,371.918660402298
Z1545_14092,Z1543_14100,1487.674641609192
Z1545_14092,Z1543_14101,2231.511962413788
Z1545_14092,Z1543_14102,4463.023924827576
Z1545_14092,Z1544_14087,2231.511962413788
Z1545_14092,Z1544_14089,2603.430622816086
Z1545_14092,Z1544_14091,1487.674641609192
Z1545_14092,Z1544_14092,4463.023924827576
Z1545_14092,Z1544_14093,371.918660402298
Z1545_14092,Z1544_14094,18595.9330201149
Z1545_14092,Z1544_14099,1487.674641609192
Z1545_14092,Z1544_14100,371.918660402298
Z1545_14092,Z1544_14101,7810.291868448257
Z1545_14092,Z1544_14102,1487.674641609192
Z1545_14092,Z1545_14088,2231.511962413788
Z1545_14092,Z1545_14093,371.918660402298
Z1545_14092,Z1545_14094,1487.674641609192
Z1545_14092,Z1545_14095,3719.1866040229797
Z1545_14092,Z1545_14099,1115.755981206894
Z1545_14092,Z1545_14101,371.918660402298
Z1545_14092,Z1546_14089,5578.77990603447
Z1545_14092,Z1546_14090,371.918660402298
Z1545_14092,Z1546_14091,2231.511962413788
Z1545_14092,Z1546_14092,1115.755981206894
Z1545_14092,Z1546_14093,3719.1866040229797
Z1545_14092,Z1546_14094,2231.511962413788
Z1545_14092,Z1546_14095,8926.047849655151
Z1545_14092,Z1546_14096,2975.349283218384
Z1545_14092,Z1547_14087,1487.674641609192
Z1545_14092,Z1547_14089,3347.2679436206818
Z1545_14092,Z1547_14091,20455.52632212639
Z1545_14092,Z1547_14092,4834.942585229874
Z1545_14092,Z1547_14093,9297.96651005745
Z1545_14092,Z1547_14094,10413.722491264343
Z1545_14092,Z1547_14095,5578.77990603447
Z1545_14092,Z1547_14097,371.918660402298
Z1545_14092,Z1548_14087,1115.755981206894
Z1545_14092,Z1548_14089,3719.1866040229797
Z1545_14092,Z1548_14091,1859.5933020114899
Z1545_14092,Z1548_14092,192653.86608839035
Z1545_14092,Z1548_14093,29381.57417178154
Z1545_14092,Z1548_14094,44630.23924827576
Z1545_14092,Z1548_14095,10785.641151666641
Z1545_14092,Z1548_14096,1487.674641609192
Z1545_14092,Z1548_14098,4091.1052644252777
Z1545_14092,Z1548_14101,1487.674641609192
Z1545_14092,Z1549_14088,1487.674641609192
Z1545_14092,Z1549_14092,21571.282303333282
Z1545_14092,Z1549_14093,55043.9617395401
Z1545_14092,Z1549_14094,64341.92824959755
Z1545_14092,Z1549_14095,22687.038284540176
Z1545_14092,Z1549_14096,3347.2679436206818
Z1545_14092,Z1549_14097,5578.77990603447
Z1545_14092,Z1549_14101,2231.511962413788
Z1545_14092,Z1550_14088,371.918660402298
Z1545_14092,Z1550_14090,1487.674641609192
Z1545_14092,Z1550_14091,2975.349283218384
Z1545_14092,Z1550_14092,11157.55981206894
Z1545_14092,Z1550_14093,56531.63638114929
Z1545_14092,Z1550_14094,28265.818190574646
Z1545_14092,Z1550_14095,12273.315793275833
Z1545_14092,Z1550_14097,743.837320804596
Z1545_14092,Z1550_14099,1115.755981206894
Z1545_14092,Z1550_14100,371.918660402298
Z1545_14092,Z1550_14102,371.918660402298
Z1545_14092,Z1551_14086,2231.511962413788
Z1545_14092,Z1551_14090,2231.511962413788
Z1545_14092,Z1551_14092,743.837320804596
Z1545_14092,Z1551_14094,7066.4545476436615
Z1545_14092,Z1551_14095,15992.502397298813
Z1545_14092,Z1552_14088,1487.674641609192
Z1545_14092,Z1552_14092,2603.430622816086
Z1545_14092,Z1552_14094,2231.511962413788
Z1545_14092,Z1552_14095,7438.3732080459595
Z1545_14092,Z1552_14096,4834.942585229874
Z1545_14092,Z1552_14101,371.918660402298
Z1545_14092,Z1552_14102,371.918660402298
Z1545_14092,Z1553_14086,1487.674641609192
Z1545_14092,Z1553_14092,2975.349283218384
Z1545_14092,Z1553_14093,1859.5933020114899
Z1545_14092,Z1553_14096,7438.3732080459595
Z1545_14092,Z1554_14094,1487.674641609192
Z1545_14092,Z1554_14095,371.918660402298
Z1545_14092,Z1554_14097,1115.755981206894
Z1545_14092,Z1554_14098,1859.5933020114899
Z1545_14092,Z1554_14099,371.918660402298
Z1545_14092,Z1554_14100,1859.5933020114899
Z1545_14092,Z1555_14090,1487.674641609192
Z1545_14092,Z1555_14091,371.918660402298
Z1545_14092,Z1555_14093,371.918660402298
Z1545_14092,Z1555_14095,1487.674641609192
Z1545_14092,Z1555_14096,371.918660402298
Z1545_14092,Z1555_14097,1487.674641609192
Z1545_14093,Z1542_14088,6679.863080978394
Z1545_14093,Z1542_14089,1113.310513496399
Z1545_14093,Z1542_14091,13359.726161956787
Z1545_14093,Z1542_14093,13359.726161956787
Z1545_14093,Z1543_14094,66798.63080978394
Z1545_14093,Z1543_14099,1113.310513496399
Z1545_14093,Z1543_14100,4453.242053985596
Z1545_14093,Z1543_14101,6679.863080978394
Z1545_14093,Z1543_14102,13359.726161956787
Z1545_14093,Z1544_14087,6679.863080978394
Z1545_14093,Z1544_14089,7793.1735944747925
Z1545_14093,Z1544_14091,4453.242053985596
Z1545_14093,Z1544_14092,13359.726161956787
Z1545_14093,Z1544_14093,1113.310513496399
Z1545_14093,Z1544_14094,55665.525674819946
Z1545_14093,Z1544_14099,4453.242053985596
Z1545_14093,Z1544_14100,1113.310513496399
Z1545_14093,Z1544_14101,23379.520783424377
Z1545_14093,Z1544_14102,4453.242053985596
Z1545_14093,Z1545_14088,6679.863080978394
Z1545_14093,Z1545_14093,1113.310513496399
Z1545_14093,Z1545_14094,4453.242053985596
Z1545_14093,Z1545_14095,11133.10513496399
Z1545_14093,Z1545_14099,3339.931540489197
Z1545_14093,Z1545_14101,1113.310513496399
Z1545_14093,Z1546_14089,16699.657702445984
Z1545_14093,Z1546_14090,1113.310513496399
Z1545_14093,Z1546_14091,6679.863080978394
Z1545_14093,Z1546_14092,3339.931540489197
Z1545_14093,Z1546_14093,11133.10513496399
Z1545_14093,Z1546_14094,6679.863080978394
Z1545_14093,Z1546_14095,26719.452323913574
Z1545_14093,Z1546_14096,8906.484107971191
Z1545_14093,Z1547_14087,4453.242053985596
Z1545_14093,Z1547_14089,10019.79462146759
Z1545_14093,Z1547_14091,61232.07824230194
Z1545_14093,Z1547_14092,14473.036675453186
Z1545_14093,Z1547_14093,27832.762837409973
Z1545_14093,Z1547_14094,31172.69437789917
Z1545_14093,Z1547_14095,16699.657702445984
Z1545_14093,Z1547_14097,1113.310513496399
Z1545_14093,Z1548_14087,3339.931540489197
Z1545_14093,Z1548_14089,11133.10513496399
Z1545_14093,Z1548_14091,5566.552567481995
Z1545_14093,Z1548_14092,576694.8459911346
Z1545_14093,Z1548_14093,87951.53056621552
Z1545_14093,Z1548_14094,133597.26161956787
Z1545_14093,Z1548_14095,32286.00489139557
Z1545_14093,Z1548_14096,4453.242053985596
Z1545_14093,Z1548_14098,12246.415648460388
Z1545_14093,Z1548_14101,4453.242053985596
Z1545_14093,Z1549_14088,4453.242053985596
Z1545_14093,Z1549_14092,64572.00978279114
Z1545_14093,Z1549_14093,164769.95599746704
Z1545_14093,Z1549_14094,192602.718834877
Z1545_14093,Z1549_14095,67911.94132328033
Z1545_14093,Z1549_14096,10019.79462146759
Z1545_14093,Z1549_14097,16699.657702445984
Z1545_14093,Z1549_14101,6679.863080978394
Z1545_14093,Z1550_14088,1113.310513496399
Z1545_14093,Z1550_14090,4453.242053985596
Z1545_14093,Z1550_14091,8906.484107971191
Z1545_14093,Z1550_14092,33399.31540489197
Z1545_14093,Z1550_14093,169223.19805145264
Z1545_14093,Z1550_14094,84611.59902572632
Z1545_14093,Z1550_14095,36739.246945381165
Z1545_14093,Z1550_14097,2226.621026992798
Z1545_14093,Z1550_14099,3339.931540489197
Z1545_14093,Z1550_14100,1113.310513496399
Z1545_14093,Z1550_14102,1113.310513496399
Z1545_14093,Z1551_14086,6679.863080978394
Z1545_14093,Z1551_14090,6679.863080978394
Z1545_14093,Z1551_14092,2226.621026992798
Z1545_14093,Z1551_14094,21152.89975643158
Z1545_14093,Z1551_14095,47872.352080345154
Z1545_14093,Z1552_14088,4453.242053985596
Z1545_14093,Z1552_14092,7793.1735944747925
Z1545_14093,Z1552_14094,6679.863080978394
Z1545_14093,Z1552_14095,22266.21026992798
Z1545_14093,Z1552_14096,14473.036675453186
Z1545_14093,Z1552_14101,1113.310513496399
Z1545_14093,Z1552_14102,1113.310513496399
Z1545_14093,Z1553_14086,4453.242053985596
Z1545_14093,Z1553_14092,8906.484107971191
Z1545_14093,Z1553_14093,5566.552567481995
Z1545_14093,Z1553_14096,22266.21026992798
Z1545_14093,Z1554_14094,4453.242053985596
Z1545_14093,Z1554_14095,1113.310513496399
Z1545_14093,Z1554_14097,3339.931540489197
Z1545_14093,Z1554_14098,5566.552567481995
Z1545_14093,Z1554_14099,1113.310513496399
Z1545_14093,Z1554_14100,5566.552567481995
Z1545_14093,Z1555_14090,4453.242053985596
Z1545_14093,Z1555_14091,1113.310513496399
Z1545_14093,Z1555_14093,1113.310513496399
Z1545_14093,Z1555_14095,4453.242053985596
Z1545_14093,Z1555_14096,1113.310513496399
Z1545_14093,Z1555_14097,4453.242053985596
Z1545_14094,Z1542_14088,9995.525093078613
Z1545_14094,Z1542_14089,1665.9208488464355
Z1545_14094,Z1542_14091,19991.050186157227
Z1545_14094,Z1542_14093,19991.050186157227
Z1545_14094,Z1543_14094,99955.25093078613
Z1545_14094,Z1543_14099,1665.9208488464355
Z1545_14094,Z1543_14100,6663.683395385742
Z1545_14094,Z1543_14101,9995.525093078613
Z1545_14094,Z1543_14102,19991.050186157227
Z1545_14094,Z1544_14087,9995.525093078613
Z1545_14094,Z1544_14089,11661.445941925049
Z1545_14094,Z1544_14091,6663.683395385742
Z1545_14094,Z1544_14092,19991.050186157227
Z1545_14094,Z1544_14093,1665.9208488464355
Z1545_14094,Z1544_14094,83296.04244232178
Z1545_14094,Z1544_14099,6663.683395385742
Z1545_14094,Z1544_14100,1665.9208488464355
Z1545_14094,Z1544_14101,34984.33782577515
Z1545_14094,Z1544_14102,6663.683395385742
Z1545_14094,Z1545_14088,9995.525093078613
Z1545_14094,Z1545_14093,1665.9208488464355
Z1545_14094,Z1545_14094,6663.683395385742
Z1545_14094,Z1545_14095,16659.208488464355
Z1545_14094,Z1545_14099,4997.762546539307
Z1545_14094,Z1545_14101,1665.9208488464355
Z1545_14094,Z1546_14089,24988.812732696533
Z1545_14094,Z1546_14090,1665.9208488464355
Z1545_14094,Z1546_14091,9995.525093078613
Z1545_14094,Z1546_14092,4997.762546539307
Z1545_14094,Z1546_14093,16659.208488464355
Z1545_14094,Z1546_14094,9995.525093078613
Z1545_14094,Z1546_14095,39982.10037231445
Z1545_14094,Z1546_14096,13327.366790771484
Z1545_14094,Z1547_14087,6663.683395385742
Z1545_14094,Z1547_14089,14993.28763961792
Z1545_14094,Z1547_14091,91625.64668655396
Z1545_14094,Z1547_14092,21656.971035003662
Z1545_14094,Z1547_14093,41648.02122116089
Z1545_14094,Z1547_14094,46645.783767700195
Z1545_14094,Z1547_14095,24988.812732696533
Z1545_14094,Z1547_14097,1665.9208488464355
Z1545_14094,Z1548_14087,4997.762546539307
Z1545_14094,Z1548_14089,16659.208488464355
Z1545_14094,Z1548_14091,8329.604244232178
Z1545_14094,Z1548_14092,862946.9997024536
Z1545_14094,Z1548_14093,131607.7470588684
Z1545_14094,Z1548_14094,199910.50186157227
Z1545_14094,Z1548_14095,48311.70461654663
Z1545_14094,Z1548_14096,6663.683395385742
Z1545_14094,Z1548_14098,18325.12933731079
Z1545_14094,Z1548_14101,6663.683395385742
Z1545_14094,Z1549_14088,6663.683395385742
Z1545_14094,Z1549_14092,96623.40923309326
Z1545_14094,Z1549_14093,246556.28562927246
Z1545_14094,Z1549_14094,288204.30685043335
Z1545_14094,Z1549_14095,101621.17177963257
Z1545_14094,Z1549_14096,14993.28763961792
Z1545_14094,Z1549_14097,24988.812732696533
Z1545_14094,Z1549_14101,9995.525093078613
Z1545_14094,Z1550_14088,1665.9208488464355
Z1545_14094,Z1550_14090,6663.683395385742
Z1545_14094,Z1550_14091,13327.366790771484
Z1545_14094,Z1550_14092,49977.62546539307
Z1545_14094,Z1550_14093,253219.9690246582
Z1545_14094,Z1550_14094,126609.9845123291
Z1545_14094,Z1550_14095,54975.38801193237
Z1545_14094,Z1550_14097,3331.841697692871
Z1545_14094,Z1550_14099,4997.762546539307
Z1545_14094,Z1550_14100,1665.9208488464355
Z1545_14094,Z1550_14102,1665.9208488464355
Z1545_14094,Z1551_14086,9995.525093078613
Z1545_14094,Z1551_14090,9995.525093078613
Z1545_14094,Z1551_14092,3331.841697692871
Z1545_14094,Z1551_14094,31652.496128082275
Z1545_14094,Z1551_14095,71634.59650039673
Z1545_14094,Z1552_14088,6663.683395385742
Z1545_14094,Z1552_14092,11661.445941925049
Z1545_14094,Z1552_14094,9995.525093078613
Z1545_14094,Z1552_14095,33318.41697692871
Z1545_14094,Z1552_14096,21656.971035003662
Z1545_14094,Z1552_14101,1665.9208488464355
Z1545_14094,Z1552_14102,1665.9208488464355
Z1545_14094,Z1553_14086,6663.683395385742
Z1545_14094,Z1553_14092,13327.366790771484
Z1545_14094,Z1553_14093,8329.604244232178
Z1545_14094,Z1553_14096,33318.41697692871
Z1545_14094,Z1554_14094,6663.683395385742
Z1545_14094,Z1554_14095,1665.9208488464355
Z1545_14094,Z1554_14097,4997.762546539307
