geo_code1,geo_code2,all,bicycle,foot,car_driver,car_passenger,motorbike,bus
E02002239,E02002419,19,0,0,13,6,0,0
E02002239,E02002420,18,1,0,16,0,0,1
E02002239,E02002422,26,0,0,23,1,0,2
E02002239,E02002424,12,0,0,10,0,0,2
E02002239,E02002425,19,2,2,9,2,0,4
E02002239,E02002426,1,0,0,1,0,0,0
E02002239,E02002428,1,0,0,1,0,0,0
E02002239,E02002429,3,0,0,3,0,0,0
E02002239,E02002431,7,0,0,4,1,0,2
E02002239,E02002433,19,0,1,11,2,0,5
E02002239,E02002434,6,0,0,6,0,0,0
E02002239,E02002435,22,1,0,19,2,0,0
E02002239,E02002436,2,0,0,2,0,0,0
E02002239,E02002437,1,0,0,1,0,0,0
E02002239,E02002443,4,0,0,4,0,0,0
E02002239,E02002445,1,0,0,1,0,0,0
E02002239,E02002451,20,0,0,19,1,0,0
E02002239,E02006852,7,0,0,6,1,0,0
E02002239,E02006861,3,0,0,3,0,0,0
E02002239,E02006875,163,0,3,108,4,0,16
E02002239,E02006876,31,0,0,28,3,0,0
E02002271,E02002239,177,4,22,120,18,1,9
E02002271,E02002271,186,3,70,95,14,0,2
E02002271,E02002272,128,2,5,96,11,1,12
E02002271,E02002276,21,0,0,15,5,0,1
E02002271,E02002277,15,0,0,14,1,0,0
E02002271,E02002336,5,0,0,5,0,0,0
E02002271,E02002341,2,0,0,2,0,0,0
E02002271,E02002348,4,0,0,4,0,0,0
E02002271,E02002350,1,0,0,1,0,0,0
E02002271,E02002351,2,0,0,2,0,0,0
E02002271,E02002352,1,0,0,1,0,0,0
E02002271,E02002353,1,0,0,1,0,0,0
E02002271,E02002356,7,1,0,6,0,0,0
E02002271,E02002357,6,0,0,6,0,0,0
E02002271,E02002358,1,0,0,1,0,0,0
E02002271,E02002359,3,0,0,2,1,0,0
E02002271,E02002363,1,0,0,1,0,0,0
E02002271,E02002368,5,0,0,5,0,0,0
E02002271,E02002371,1,0,0,1,0,0,0
E02002271,E02002373,2,0,0,2,0,0,0
E02002271,E02002374,1,0,0,1,0,0,0
E02002271,E02002375,1,0,0,1,0,0,0
E02002271,E02002376,1,0,0,1,0,0,0
E02002271,E02002379,1,0,0,1,0,0,0
E02002271,E02002380,1,0,0,1,0,0,0
E02002271,E02002381,4,0,0,4,0,0,0
E02002271,E02002382,1,0,0,1,0,0,0
E02002271,E02002384,4,0,0,3,0,0,1
E02002271,E02002385,5,0,0,5,0,0,0
E02002271,E02002386,9,0,0,9,0,0,0
E02002271,E02002387,4,0,0,4,0,0,0
E02002271,E02002388,3,0,0,3,0,0,0
E02002271,E02002390,3,0,0,3,0,0,0
E02002271,E02002391,15,0,0,13,0,0,1
E02002271,E02002392,31,0,0,23,2,0,6
E02002271,E02002393,13,0,0,12,0,0,1
E02002271,E02002394,4,0,0,3,0,0,1
E02002271,E02002395,21,0,0,20,1,0,0
E02002271,E02002396,8,0,0,8,0,0,0
E02002271,E02002397,3,0,0,3,0,0,0
E02002271,E02002399,7,0,0,7,0,0,0
E02002271,E02002400,28,0,0,26,1,0,1
E02002271,E02002401,1,0,0,1,0,0,0
E02002271,E02002402,4,0,0,4,0,0,0
E02002271,E02002403,2,0,0,1,0,0,1
E02002271,E02002404,3,0,0,3,0,0,0
E02002271,E02002405,2,0,0,2,0,0,0
E02002271,E02002407,6,0,0,6,0,0,0
E02002271,E02002408,11,0,0,9,2,0,0
E02002271,E02002409,2,0,0,2,0,0,0
E02002271,E02002410,11,0,0,10,1,0,0
E02002271,E02002411,11,0,0,9,1,1,0
E02002271,E02002412,19,0,0,17,1,0,1
E02002271,E02002414,9,0,0,8,0,0,1
E02002271,E02002415,4,0,0,4,0,0,0
E02002271,E02002416,1,0,0,1,0,0,0
E02002271,E02002419,18,0,0,16,0,0,1
E02002271,E02002420,10,0,0,10,0,0,0
E02002271,E02002422,23,1,0,19,1,0,1
E02002271,E02002424,23,0,0,20,1,1,0
E02002271,E02002425,27,0,0,18,3,0,4
E02002271,E02002426,1,0,0,1,0,0,0
E02002271,E02002427,8,0,0,8,0,0,0
E02002271,E02002428,1,0,0,1,0,0,0
E02002271,E02002429,1,0,0,1,0,0,0
E02002271,E02002430,4,0,0,4,0,0,0
E02002271,E02002431,16,1,0,10,2,0,2
E02002271,E02002433,31,0,0,26,3,0,2
E02002271,E02002434,2,0,0,1,1,0,0
E02002271,E02002435,42,1,1,34,6,0,0
E02002271,E02002436,7,0,0,7,0,0,0
E02002271,E02002437,2,0,0,2,0,0,0
E02002271,E02002444,1,0,0,1,0,0,0
E02002271,E02002445,3,0,0,3,0,0,0
E02002271,E02002451,17,0,0,16,1,0,0
E02002271,E02006852,5,0,0,4,0,0,1
E02002271,E02006861,5,0,0,4,0,0,1
E02002271,E02006875,188,1,0,124,9,0,49
E02002271,E02006876,47,0,0,44,2,0,1
E02002272,E02002239,70,1,0,51,10,0,7
E02002272,E02002271,45,0,3,31,4,0,5
E02002272,E02002272,579,5,236,255,34,4,25
E02002272,E02002276,100,0,40,37,12,0,10
E02002272,E02002277,46,1,1,35,5,0,4
E02002272,E02002335,1,0,0,1,0,0,0
E02002272,E02002336,6,0,0,6,0,0,0
E02002272,E02002341,1,0,0,1,0,0,0
E02002272,E02002343,2,0,0,2,0,0,0
E02002272,E02002346,1,0,0,1,0,0,0
E02002272,E02002348,4,0,0,4,0,0,0
E02002272,E02002351,3,0,0,2,0,0,1
E02002272,E02002352,1,0,0,1,0,0,0
E02002272,E02002354,1,0,0,1,0,0,0
E02002272,E02002356,8,0,0,7,0,0,1
E02002272,E02002357,5,0,0,5,0,0,0
E02002272,E02002358,3,0,0,3,0,0,0
E02002272,E02002359,1,0,0,0,0,0,1
E02002272,E02002361,3,0,0,3,0,0,0
E02002272,E02002362,4,0,0,3,1,0,0
E02002272,E02002363,3,0,0,3,0,0,0
E02002272,E02002364,2,0,0,1,0,1,0
E02002272,E02002367,2,0,0,1,0,0,1
E02002272,E02002368,3,0,0,3,0,0,0
E02002272,E02002370,1,0,0,1,0,0,0
E02002272,E02002371,5,0,0,5,0,0,0
E02002272,E02002373,2,0,0,2,0,0,0
E02002272,E02002374,5,0,0,4,0,0,1
E02002272,E02002375,4,0,0,4,0,0,0
E02002272,E02002376,1,0,0,1,0,0,0
E02002272,E02002377,2,0,0,2,0,0,0
E02002272,E02002379,2,0,0,2,0,0,0
E02002272,E02002380,1,0,0,1,0,0,0
E02002272,E02002382,1,0,0,1,0,0,0
E02002272,E02002384,14,0,0,10,2,0,2
E02002272,E02002385,8,0,0,5,1,0,2
E02002272,E02002386,8,0,0,5,0,0,3
E02002272,E02002387,7,0,0,6,1,0,0
E02002272,E02002388,1,0,0,1,0,0,0
E02002272,E02002389,1,1,0,0,0,0,0
E02002272,E02002390,3,0,0,3,0,0,0
E02002272,E02002391,17,1,0,15,0,0,1
E02002272,E02002392,36,0,2,24,1,1,8
E02002272,E02002393,20,0,0,15,2,2,1
E02002272,E02002394,5,0,0,5,0,0,0
E02002272,E02002395,8,0,0,6,1,0,1
E02002272,E02002396,14,0,0,13,0,1,0
E02002272,E02002397,4,0,0,4,0,0,0
E02002272,E02002399,14,0,0,9,4,0,0
E02002272,E02002400,36,1,0,30,3,0,2
E02002272,E02002402,7,0,0,6,0,0,1
E02002272,E02002403,5,0,0,5,0,0,0
E02002272,E02002404,10,0,0,7,1,0,1
E02002272,E02002405,4,0,0,4,0,0,0
E02002272,E02002407,4,1,0,2,0,0,1
E02002272,E02002408,11,0,0,11,0,0,0
E02002272,E02002409,2,0,0,2,0,0,0
E02002272,E02002410,20,0,2,17,1,0,0
E02002272,E02002411,32,0,0,24,5,0,3
E02002272,E02002412,27,0,2,21,2,0,2
E02002272,E02002414,10,0,0,10,0,0,0
E02002272,E02002415,5,0,1,3,0,0,1
E02002272,E02002416,4,0,0,4,0,0,0
E02002272,E02002419,38,0,0,27,3,1,7
E02002272,E02002420,26,1,0,25,0,0,0
E02002272,E02002421,1,0,0,1,0,0,0
E02002272,E02002422,53,1,0,36,5,0,10
E02002272,E02002424,38,0,2,28,4,0,4
E02002272,E02002425,41,0,0,30,3,2,3
E02002272,E02002427,2,0,0,2,0,0,0
E02002272,E02002428,7,0,1,4,1,0,1
E02002272,E02002429,2,0,0,2,0,0,0
E02002272,E02002430,4,0,0,4,0,0,0
E02002272,E02002431,39,1,1,26,5,0,6
E02002272,E02002433,60,0,0,41,5,0,13
E02002272,E02002434,2,0,0,2,0,0,0
E02002272,E02002435,139,2,7,100,16,1,11
E02002272,E02002436,6,0,0,5,1,0,0
E02002272,E02002437,2,0,0,1,0,0,1
E02002272,E02002443,1,0,0,1,0,0,0
E02002272,E02002444,1,0,0,0,1,0,0
E02002272,E02002445,4,0,0,3,0,0,1
E02002272,E02002451,26,0,0,24,2,0,0
E02002272,E02006852,4,0,0,4,0,0,0
E02002272,E02006861,5,0,0,3,0,0,2
E02002272,E02006875,227,1,8,121,13,5,68
E02002272,E02006876,75,0,0,65,7,0,3
E02002276,E02002239,31,0,0,29,2,0,0
E02002276,E02002271,32,1,2,21,5,1,1
E02002276,E02002272,222,2,57,117,19,1,15
E02002276,E02002276,144,2,51,72,8,1,5
E02002276,E02002277,75,1,17,35,12,2,5
E02002276,E02002336,3,0,0,3,0,0,0
E02002276,E02002341,1,0,0,1,0,0,0
E02002276,E02002343,2,0,0,2,0,0,0
E02002276,E02002346,1,0,0,1,0,0,0
E02002276,E02002348,3,0,0,3,0,0,0
E02002276,E02002349,3,1,0,1,0,0,1
E02002276,E02002351,1,0,0,1,0,0,0
E02002276,E02002357,1,0,0,1,0,0,0
E02002276,E02002359,1,0,0,1,0,0,0
E02002276,E02002361,1,0,0,1,0,0,0
E02002276,E02002362,1,0,0,1,0,0,0
E02002276,E02002363,3,0,0,2,0,1,0
E02002276,E02002368,1,0,0,1,0,0,0
E02002276,E02002369,1,0,0,1,0,0,0
E02002276,E02002370,1,0,0,1,0,0,0
E02002276,E02002371,3,0,0,3,0,0,0
E02002276,E02002373,1,0,0,1,0,0,0
E02002276,E02002374,3,0,0,2,0,0,1
E02002276,E02002377,4,0,0,4,0,0,0
E02002276,E02002379,3,0,0,3,0,0,0
E02002276,E02002382,1,0,0,0,0,0,1
E02002276,E02002383,1,0,0,1,0,0,0
E02002276,E02002384,12,2,0,8,2,0,0
E02002276,E02002385,3,0,0,2,0,0,1
E02002276,E02002386,4,0,0,3,1,0,0
E02002276,E02002387,4,0,1,2,1,0,0
E02002276,E02002390,3,0,0,3,0,0,0
E02002276,E02002391,3,0,0,3,0,0,0
E02002276,E02002392,21,0,0,15,3,0,2
E02002276,E02002393,11,0,0,9,2,0,0
E02002276,E02002394,3,0,0,2,0,0,1
E02002276,E02002395,5,0,0,2,2,0,1
E02002276,E02002396,1,0,0,0,0,0,1
E02002276,E02002397,2,0,0,2,0,0,0
E02002276,E02002398,1,0,0,1,0,0,0
E02002276,E02002399,14,0,0,13,1,0,0
E02002276,E02002400,27,1,0,20,1,0,2
E02002276,E02002402,6,0,0,6,0,0,0
E02002276,E02002403,2,0,0,2,0,0,0
E02002276,E02002404,2,0,0,2,0,0,0
E02002276,E02002405,2,0,0,2,0,0,0
E02002276,E02002408,2,0,0,1,0,0,1
E02002276,E02002409,1,0,0,1,0,0,0
E02002276,E02002410,7,0,0,6,0,0,1
E02002276,E02002411,23,0,0,19,1,0,3
E02002276,E02002412,18,0,0,17,1,0,0
E02002276,E02002414,10,0,0,8,0,0,1
E02002276,E02002415,2,0,0,2,0,0,0
E02002276,E02002416,5,1,0,4,0,0,0
E02002276,E02002419,25,0,1,22,1,0,0
E02002276,E02002420,14,0,0,13,1,0,0
E02002276,E02002422,44,0,0,31,5,1,7
E02002276,E02002424,26,1,1,19,3,1,1
E02002276,E02002425,13,0,0,10,1,0,0
E02002276,E02002427,4,0,0,4,0,0,0
E02002276,E02002428,2,0,0,2,0,0,0
E02002276,E02002429,2,0,0,1,0,1,0
E02002276,E02002430,1,0,0,1,0,0,0
E02002276,E02002431,22,0,1,17,1,0,2
E02002276,E02002433,36,2,0,28,2,0,4
E02002276,E02002434,1,0,0,1,0,0,0
E02002276,E02002435,86,1,2,56,16,1,8
E02002276,E02002436,2,0,0,2,0,0,0
E02002276,E02002443,2,0,0,2,0,0,0
E02002276,E02002444,1,0,1,0,0,0,0
E02002276,E02002445,4,0,1,3,0,0,0
E02002276,E02002451,21,0,0,21,0,0,0
E02002276,E02006861,2,0,0,1,1,0,0
E02002276,E02006875,139,2,3,73,14,4,27
E02002276,E02006876,51,0,1,46,0,3,1
E02002277,E02002239,14,0,0,13,0,0,1
E02002277,E02002271,6,0,0,4,1,0,1
E02002277,E02002272,102,2,7,65,14,1,9
E02002277,E02002276,25,0,3,17,2,0,2
E02002277,E02002277,154,1,68,60,10,0,13
E02002277,E02002335,4,0,0,4,0,0,0
E02002277,E02002336,1,0,0,1,0,0,0
E02002277,E02002348,1,0,0,1,0,0,0
E02002277,E02002351,1,0,0,1,0,0,0
E02002277,E02002352,2,0,0,2,0,0,0
E02002277,E02002354,1,0,0,1,0,0,0
E02002277,E02002356,2,0,0,2,0,0,0
E02002277,E02002357,2,0,0,1,0,0,0
E02002277,E02002358,1,0,0,1,0,0,0
E02002277,E02002359,1,0,0,1,0,0,0
E02002277,E02002360,1,0,0,1,0,0,0
E02002277,E02002363,1,0,0,1,0,0,0
E02002277,E02002364,3,0,0,3,0,0,0
E02002277,E02002367,1,0,0,1,0,0,0
E02002277,E02002369,2,0,0,1,0,0,1
E02002277,E02002371,1,0,0,1,0,0,0
E02002277,E02002377,1,0,0,1,0,0,0
E02002277,E02002383,1,0,0,1,0,0,0
E02002277,E02002384,5,0,0,3,0,1,1
E02002277,E02002385,3,0,0,3,0,0,0
E02002277,E02002386,1,0,0,0,0,0,0
E02002277,E02002387,3,0,0,3,0,0,0
E02002277,E02002389,1,0,0,1,0,0,0
E02002277,E02002390,1,0,0,1,0,0,0
E02002277,E02002391,3,0,0,3,0,0,0
E02002277,E02002392,18,0,0,10,2,0,2
E02002277,E02002393,9,0,0,3,3,0,0
E02002277,E02002394,3,0,1,0,1,1,0
E02002277,E02002395,6,0,0,3,1,0,0
E02002277,E02002396,2,1,0,1,0,0,0
E02002277,E02002398,1,0,0,0,0,0,0
E02002277,E02002399,7,0,0,7,0,0,0
E02002277,E02002400,19,0,1,16,1,0,1
E02002277,E02002402,5,0,0,4,1,0,0
E02002277,E02002403,1,0,0,1,0,0,0
E02002277,E02002404,8,0,0,5,2,1,0
E02002277,E02002408,5,0,0,5,0,0,0
E02002277,E02002409,1,0,0,1,0,0,0
E02002277,E02002410,9,0,0,4,2,0,1
E02002277,E02002411,14,0,0,13,0,0,1
E02002277,E02002412,12,2,1,8,1,0,0
E02002277,E02002414,6,0,0,6,0,0,0
E02002277,E02002415,8,0,0,7,0,0,1
E02002277,E02002416,7,0,0,7,0,0,0
E02002277,E02002419,22,0,0,15,4,0,1
E02002277,E02002420,15,0,0,11,4,0,0
E02002277,E02002422,74,0,0,53,9,0,9
E02002277,E02002424,13,1,0,9,2,1,0
E02002277,E02002425,4,0,0,4,0,0,0
E02002277,E02002428,2,0,0,2,0,0,0
E02002277,E02002429,1,0,0,1,0,0,0
E02002277,E02002430,1,0,0,1,0,0,0
E02002277,E02002431,19,1,0,15,1,0,2
E02002277,E02002433,30,1,0,20,5,0,4
E02002277,E02002434,1,0,0,1,0,0,0
E02002277,E02002435,68,2,4,45,8,1,7
E02002277,E02002436,5,0,0,4,0,0,1
E02002277,E02002437,4,0,0,4,0,0,0
E02002277,E02002443,2,0,0,2,0,0,0
E02002277,E02002444,2,0,0,1,0,0,1
E02002277,E02002445,6,0,0,6,0,0,0
E02002277,E02002451,17,0,0,16,1,0,0
E02002277,E02006852,1,0,0,1,0,0,0
E02002277,E02006861,2,0,0,1,0,0,0
E02002277,E02006875,101,1,0,35,10,0,13
E02002277,E02006876,30,1,0,24,2,0,1
E02002335,E02002239,1,0,0,1,0,0,0
E02002335,E02002271,3,0,0,3,0,0,0
E02002335,E02002272,9,0,0,8,0,0,1
E02002335,E02002335,195,2,56,117,16,0,4
E02002335,E02002336,21,0,0,20,0,0,1
E02002335,E02002341,17,1,0,15,1,0,0
E02002335,E02002342,3,0,0,2,1,0,0
E02002335,E02002343,5,0,0,4,0,0,1
E02002335,E02002344,15,0,0,15,0,0,0
E02002335,E02002345,8,0,0,7,0,0,1
E02002335,E02002346,3,0,0,3,0,0,0
E02002335,E02002347,9,0,0,9,0,0,0
E02002335,E02002348,12,0,0,12,0,0,0
E02002335,E02002349,17,0,0,16,0,0,0
E02002335,E02002350,8,0,0,8,0,0,0
E02002335,E02002351,9,0,0,9,0,0,0
E02002335,E02002352,30,0,2,27,0,0,1
E02002335,E02002353,11,0,0,11,0,0,0
E02002335,E02002354,12,0,0,12,0,0,0
E02002335,E02002356,20,0,0,20,0,0,0
E02002335,E02002357,18,1,0,16,0,0,1
E02002335,E02002358,24,0,2,21,0,0,1
E02002335,E02002359,10,0,1,6,1,0,2
E02002335,E02002360,4,0,0,4,0,0,0
E02002335,E02002361,22,0,0,20,1,0,1
E02002335,E02002362,10,0,0,10,0,0,0
E02002335,E02002363,26,0,0,23,1,1,0
E02002335,E02002364,20,0,1,17,1,0,1
E02002335,E02002366,7,0,0,6,1,0,0
E02002335,E02002367,4,0,0,4,0,0,0
E02002335,E02002368,3,0,0,3,0,0,0
E02002335,E02002369,3,0,0,3,0,0,0
E02002335,E02002370,1,0,0,1,0,0,0
E02002335,E02002371,12,0,1,10,0,0,1
E02002335,E02002373,9,0,0,9,0,0,0
E02002335,E02002374,3,0,0,3,0,0,0
E02002335,E02002376,5,0,0,4,1,0,0
E02002335,E02002377,7,0,0,7,0,0,0
E02002335,E02002379,14,0,0,13,1,0,0
E02002335,E02002380,4,0,0,3,1,0,0
E02002335,E02002381,1,0,0,1,0,0,0
E02002335,E02002382,7,0,0,6,0,0,1
E02002335,E02002383,2,0,0,2,0,0,0
E02002335,E02002384,41,1,0,33,4,0,2
E02002335,E02002385,5,0,0,5,0,0,0
E02002335,E02002386,18,0,0,17,1,0,0
E02002335,E02002387,7,0,0,7,0,0,0
E02002335,E02002388,1,0,0,1,0,0,0
E02002335,E02002390,15,0,0,13,0,0,1
E02002335,E02002391,11,0,0,10,1,0,0
E02002335,E02002392,81,4,1,66,3,1,6
E02002335,E02002393,76,0,0,62,9,1,4
E02002335,E02002394,16,0,0,15,0,0,1
E02002335,E02002395,5,0,0,4,1,0,0
E02002335,E02002396,8,0,0,8,0,0,0
E02002335,E02002397,1,0,0,1,0,0,0
E02002335,E02002398,4,0,0,3,0,0,1
E02002335,E02002399,15,1,2,12,0,0,0
E02002335,E02002400,41,0,3,32,3,0,3
E02002335,E02002402,18,0,0,17,1,0,0
E02002335,E02002403,16,0,0,15,0,1,0
E02002335,E02002404,18,0,0,17,1,0,0
E02002335,E02002405,1,0,0,1,0,0,0
E02002335,E02002407,4,0,1,3,0,0,0
E02002335,E02002408,4,0,0,4,0,0,0
E02002335,E02002409,1,0,0,0,0,0,1
E02002335,E02002410,10,1,1,5,2,0,1
E02002335,E02002411,27,0,0,23,3,0,1
E02002335,E02002412,9,0,0,8,0,0,1
E02002335,E02002414,17,0,0,16,1,0,0
E02002335,E02002415,2,0,0,2,0,0,0
E02002335,E02002416,22,0,0,22,0,0,0
E02002335,E02002419,17,0,0,17,0,0,0
E02002335,E02002420,15,2,0,12,0,0,1
E02002335,E02002422,11,0,0,5,0,0,6
E02002335,E02002423,1,0,0,1,0,0,0
E02002335,E02002424,3,0,0,3,0,0,0
E02002335,E02002425,1,0,0,1,0,0,0
E02002335,E02002426,3,0,0,2,1,0,0
E02002335,E02002427,3,0,0,3,0,0,0
E02002335,E02002428,4,0,0,4,0,0,0
E02002335,E02002429,1,0,0,1,0,0,0
E02002335,E02002430,2,0,0,2,0,0,0
E02002335,E02002431,1,0,1,0,0,0,0
E02002335,E02002433,4,0,0,4,0,0,0
E02002335,E02002434,2,0,0,2,0,0,0
E02002335,E02002435,14,0,0,11,1,0,2
E02002335,E02002436,2,0,0,2,0,0,0
E02002335,E02002443,1,0,0,1,0,0,0
E02002335,E02002444,1,0,0,1,0,0,0
E02002335,E02002445,3,0,0,3,0,0,0
E02002335,E02002451,7,0,0,7,0,0,0
E02002335,E02006852,12,0,0,12,0,0,0
E02002335,E02006861,20,0,0,18,1,0,1
E02002335,E02006875,378,4,3,294,21,3,50
E02002335,E02006876,54,1,1,44,1,1,6
E02002336,E02002239,7,0,0,7,0,0,0
E02002336,E02002271,1,0,0,1,0,0,0
E02002336,E02002272,7,0,0,7,0,0,0
E02002336,E02002335,17,0,2,12,2,0,1
E02002336,E02002336,180,4,50,111,10,3,2
E02002336,E02002341,19,0,1,15,1,1,1
E02002336,E02002342,6,0,0,6,0,0,0
E02002336,E02002343,15,0,1,13,1,0,0
E02002336,E02002344,4,1,1,2,0,0,0
E02002336,E02002345,28,0,1,25,1,0,1
E02002336,E02002346,7,1,0,5,1,0,0
E02002336,E02002347,12,0,0,12,0,0,0
E02002336,E02002348,39,0,0,37,2,0,0
E02002336,E02002349,8,0,1,6,0,0,1
E02002336,E02002350,24,0,0,21,1,1,1
E02002336,E02002351,2,0,0,2,0,0,0
E02002336,E02002352,12,0,0,12,0,0,0
E02002336,E02002353,5,0,0,5,0,0,0
E02002336,E02002354,12,0,1,9,0,0,0
E02002336,E02002356,30,1,0,28,0,0,1
E02002336,E02002357,22,1,0,20,1,0,0
E02002336,E02002358,9,0,0,8,1,0,0
E02002336,E02002359,4,0,1,3,0,0,0
E02002336,E02002360,2,0,0,2,0,0,0
E02002336,E02002361,4,0,0,2,2,0,0
E02002336,E02002362,16,0,0,15,0,0,0
E02002336,E02002363,10,0,0,9,1,0,0
E02002336,E02002364,13,0,0,9,0,0,4
E02002336,E02002366,6,0,0,5,1,0,0
E02002336,E02002367,4,0,1,3,0,0,0
E02002336,E02002368,8,0,0,7,1,0,0
E02002336,E02002369,5,0,0,5,0,0,0
E02002336,E02002371,16,0,1,15,0,0,0
E02002336,E02002373,16,1,0,13,1,0,1
E02002336,E02002374,8,0,0,8,0,0,0
E02002336,E02002376,1,0,0,1,0,0,0
E02002336,E02002377,2,0,0,2,0,0,0
E02002336,E02002379,4,0,0,4,0,0,0
E02002336,E02002381,6,0,0,5,1,0,0
E02002336,E02002382,1,0,0,0,0,0,1
E02002336,E02002383,4,1,0,3,0,0,0
E02002336,E02002384,31,0,1,26,1,0,3
E02002336,E02002385,7,1,0,6,0,0,0
E02002336,E02002386,2,0,0,2,0,0,0
E02002336,E02002387,12,0,0,10,2,0,0
E02002336,E02002388,8,0,0,8,0,0,0
E02002336,E02002389,1,0,1,0,0,0,0
E02002336,E02002390,9,0,0,8,0,0,1
E02002336,E02002391,13,0,0,13,0,0,0
E02002336,E02002392,91,3,0,65,3,0,18
E02002336,E02002393,49,0,0,42,2,0,5
E02002336,E02002394,4,1,0,3,0,0,0
E02002336,E02002395,11,0,1,10,0,0,0
E02002336,E02002396,9,0,0,8,0,0,1
E02002336,E02002398,1,0,0,1,0,0,0
E02002336,E02002399,7,0,0,7,0,0,0
E02002336,E02002400,31,0,1,24,1,1,1
E02002336,E02002401,3,0,0,3,0,0,0
E02002336,E02002402,10,0,0,7,2,0,1
E02002336,E02002403,5,0,0,4,1,0,0
E02002336,E02002404,6,0,0,5,1,0,0
E02002336,E02002405,4,0,0,4,0,0,0
E02002336,E02002407,2,0,0,2,0,0,0
E02002336,E02002408,8,0,0,8,0,0,0
E02002336,E02002409,2,0,0,2,0,0,0
E02002336,E02002410,5,0,0,5,0,0,0
E02002336,E02002411,26,2,1,19,1,1,1
E02002336,E02002412,7,1,0,5,1,0,0
E02002336,E02002414,4,0,0,4,0,0,0
E02002336,E02002415,4,0,0,3,0,0,1
E02002336,E02002416,7,0,1,6,0,0,0
E02002336,E02002419,7,0,0,6,0,0,0
E02002336,E02002420,14,0,1,8,2,0,3
E02002336,E02002421,1,0,0,0,0,0,1
E02002336,E02002422,14,0,0,12,0,0,2
E02002336,E02002424,1,0,0,1,0,0,0
E02002336,E02002425,3,0,0,3,0,0,0
E02002336,E02002427,6,0,0,5,0,0,1
E02002336,E02002428,4,0,0,3,1,0,0
E02002336,E02002429,3,1,0,2,0,0,0
E02002336,E02002431,7,0,0,7,0,0,0
E02002336,E02002433,3,0,0,1,0,0,0
E02002336,E02002434,1,0,0,1,0,0,0
E02002336,E02002435,9,0,0,8,0,0,1
E02002336,E02002436,1,0,0,1,0,0,0
E02002336,E02002443,4,0,0,4,0,0,0
E02002336,E02002445,1,0,0,1,0,0,0
E02002336,E02002451,5,0,0,5,0,0,0
E02002336,E02006852,45,0,0,39,4,0,2
E02002336,E02006861,30,0,1,28,0,0,1
E02002336,E02006875,369,7,0,258,18,0,49
E02002336,E02006876,33,0,0,31,0,0,1
E02002341,E02002239,3,0,0,3,0,0,0
